MLinkID,USNode,DSNode,LinkReach,ReachElement
34170,AAT840,AAT849,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.1,3
34159,AAT841,AAT850,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.3,3
34156,AAT842,AAT851,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.2,3
34149,AAT843,AAT852,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.1.3,3
34141,AAT899,AAT853,3.2.2.1.2.1.1.2.2.3.2.1.3.3.1.1.2,3
34190,AAT845,AAT854,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.1.1.1.1,1
34189,AAT864,AAT854,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.1.1.1.2,1
34188,AAT854,AAT855,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.1.1.1,1
34184,AAT892,AAT855,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.1.1.2,1
34183,AAT846,AAT855,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.1.1.3,1
34187,AAT855,AAT856,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.1.1,1
34179,AAT847,AAT856,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.1.2,1
34174,AAT848,AAT857,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.2,3
34169,AAT849,AAT858,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.1,2
34160,AAT850,AAT859,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.3,2
34155,AAT851,AAT860,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.2,2
34150,AAT852,AAT861,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.1.3,2
34195,AAT853,AAT862,3.2.2.1.2.1.1.2.2.3.2.1.3.3.1.1.2,2
34197,AAT891,AAT866,3.2.2.1.2.1.1.2.2.3.2.1.3.3.1.1.1,1
34196,AAT862,AAT866,3.2.2.1.2.1.1.2.2.3.2.1.3.3.1.1.2,1
34198,AAT863,AAT867,1.2.2.1.1.3.1.2.2.1.1.2.2.2.2,4
34185,AAT865,AAT868,1.2.2.1.1.3.1.2.2.1.1.2.1.1,3
34178,AAT856,AAT869,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.1,3
34175,AAT857,AAT870,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.2,2
34168,AAT858,AAT871,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.1,1
34166,AAT872,AAT871,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2,1
34165,AAT873,AAT872,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1,1
34162,AAT879,AAT872,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.2,1
34161,AAT859,AAT872,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.3,1
34164,AAT874,AAT873,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.1,1
34154,AAT860,AAT873,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.2,1
34153,AAT880,AAT873,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.3,1
34163,AAT875,AAT874,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.1.1,1
34152,AAT881,AAT874,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.1.2,1
34151,AAT861,AAT874,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.1.3,1
48229,AAT947,AAT875,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.1.1.1,1
34208,AAT896,AAT875,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.1.1.2,1
48271,AAT898,AAT876,1.2.2.1.1.3.1.2.2.1.1.2.2.2.1.2,2
34199,AAT867,AAT877,1.2.2.1.1.3.1.2.2.1.1.2.2.2.2,3
34177,AAT869,AAT878,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.1,2
48285,AAT813,AAT882,1.2.2.1.1.3.1.2.2.1.1.2.2.2.1.1,1
34201,AAT876,AAT882,1.2.2.1.1.3.1.2.2.1.1.2.2.2.1.2,1
48286,AAT882,AAT883,1.2.2.1.1.3.1.2.2.1.1.2.2.2.1,1
34202,AAT884,AAT883,1.2.2.1.1.3.1.2.2.1.1.2.2.2.2,1
34200,AAT877,AAT884,1.2.2.1.1.3.1.2.2.1.1.2.2.2.2,2
34186,AAT868,AAT885,1.2.2.1.1.3.1.2.2.1.1.2.1.1,2
48230,AAT824,AAT886,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.1.1.3,4
34167,AAT871,AAT887,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1,2
34147,AAT897,AAT888,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.2,3
34203,AAT890,AAT889,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.2,5
48225,AAU003,AAT890,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.2,6
34205,AAT894,AAT893,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1,1
34176,AAT870,AAT893,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.2,1
34207,AAT887,AAT894,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1,1
34206,AAT895,AAT894,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.2,1
34204,AAT888,AAT895,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.2,2
34146,AAT889,AAT897,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.2,4
34140,AAT844,AAT899,3.2.2.1.2.1.1.2.2.3.2.1.3.3.1.1.2,4
48207,AAQ728,AAT901,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.1.1.1.1,1
5091,AAT902,AAT901,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.1.1.1.2,1
48264,AAQ730,AAT902,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.1.1.1.2.1,1
5092,AAT903,AAT902,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.1.1.1.2.2,1
5093,AAT904,AAT903,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.1.1.1.2.2,2
5094,AAT905,AAT904,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.1.1.1.2.2,3
5095,AAT906,AAT905,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.1.1.1.2.2,4
5096,AAT907,AAT906,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.1.1.1.2.2,5
5002,AAT901,AAT912,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.1.1.1,5
5003,AAT912,AAT923,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.1.1.1,4
5005,AAU004,AAT947,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.1.1.1,2
48226,AAX972,AAU003,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.2,7
5004,AAT923,AAU004,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.1.2.1.1.1.1,3
6502,AAX589,AAX576,3.2.2,2
6501,AAX579,AAX577,3.1,1
6500,AAX590,AAX577,3.2,1
6499,AAX577,AAX578,3,4
48278,AAX585,AAX579,3.1.1,1
6504,AAX580,AAX579,3.1.2,1
6505,AAX581,AAX580,3.1.2,2
48209,AAX595,AAX584,3,2
48274,AAX588,AAX585,3.1.1,2
6498,AAX584,AAX587,3,1
48275,AAX608,AAX588,3.1.1,3
48212,AAT714,AAX589,3.2.2,3
48211,AAT701,AAX590,3.2.1,1
6503,AAX576,AAX590,3.2.2,1
48277,AAX600,AAX591,4.1.1,7
48276,AAX591,AAX592,4.1.1,6
48273,AAX593,AAX594,3.1.1.1,3
48210,AAX578,AAX595,3,3
6550,AAX598,AAX601,3.1.1.2.2.2.2.2,4
6519,AAX710,AAX605,1.2.2.1.1.2.2.2,4
6520,AAX605,AAX606,1.2.2.1.1.2.2.2,3
6666,AAX592,AAX607,4.1.1,5
6575,AAX610,AAX608,3.1.1,4
6573,AAX594,AAX609,3.1.1.1,2
6574,AAX609,AAX610,3.1.1.1,1
6572,AAX611,AAX610,3.1.1.2,1
6571,AAX604,AAX611,3.1.1.2.1,1
6568,AAX612,AAX611,3.1.1.2.2,1
6567,AAX614,AAX612,3.1.1.2.2.1,1
6560,AAX719,AAX612,3.1.1.2.2.2,1
6521,AAX704,AAX613,1.2.2.1.1.2.2.2.2,2
6559,AAX615,AAX614,3.1.1.2.2.1,2
6558,AAX626,AAX615,3.1.1.2.2.1,3
6564,AAX601,AAX617,3.1.1.2.2.2.2.2,3
6548,AAX603,AAX618,3.1.1.2.2.1.1,5
6551,AAX618,AAX620,3.1.1.2.2.1.1,4
6667,AAX607,AAX622,4.1.1,4
6579,AAX624,AAX623,3.1.1.2.2.2.2,2
6578,AAX625,AAX624,3.1.1.2.2.2.2.1,1
6566,AAX772,AAX624,3.1.1.2.2.2.2.2,1
6577,AAX629,AAX625,3.1.1.2.2.2.2.1.1,1
6563,AAX754,AAX625,3.1.1.2.2.2.2.1.2,1
6557,AAX628,AAX626,3.1.1.2.2.1,4
6668,AAX622,AAX627,4.1.1,3
6556,AAX632,AAX628,3.1.1.2.2.1,5
6576,AAX631,AAX629,3.1.1.2.2.2.2.1.1,2
6669,AAX627,AAX630,4.1.1,2
6656,AAX640,AAX631,3.1.1.2.2.2.2.1.1,3
6555,AAX637,AAX632,3.1.1.2.2.1,6
6552,AAX620,AAX633,3.1.1.2.2.1.1,3
6653,AAX621,AAX634,3.1.1.2.2.2.2.1.1.1,4
6553,AAX633,AAX635,3.1.1.2.2.1.1,2
6654,AAX634,AAX636,3.1.1.2.2.2.2.1.1.1,3
6554,AAX635,AAX637,3.1.1.2.2.1.1,1
6549,AAX638,AAX637,3.1.1.2.2.1.2,1
6655,AAX636,AAX639,3.1.1.2.2.2.2.1.1.1,2
6647,AAX639,AAX640,3.1.1.2.2.2.2.1.1.1,1
6646,AAX668,AAX640,3.1.1.2.2.2.2.1.1.2,1
6629,AAX653,AAX646,3.1.1.2.2.2.2.1.1.2.1.1.2.2.2,2
48353,AAT791,AAX647,3.1.1.2.2.2.2.1.1.2.1.1.2.2.2.1,1
6648,AAX645,AAX647,3.1.1.2.2.2.2.1.1.2.1.1.2.2.2.2,1
6626,AAX641,AAX648,3.1.1.2.2.2.2.1.1.2.1.1.1,3
6633,AAX643,AAX649,3.1.1.2.2.2.2.1.1.2.1.1.2.1,2
6634,AAX649,AAX650,3.1.1.2.2.2.2.1.1.2.1.1.2.1,1
6632,AAX651,AAX650,3.1.1.2.2.2.2.1.1.2.1.1.2.2,1
6631,AAX652,AAX651,3.1.1.2.2.2.2.1.1.2.1.1.2.2.1,1
6630,AAX646,AAX651,3.1.1.2.2.2.2.1.1.2.1.1.2.2.2,1
6628,AAX647,AAX653,3.1.1.2.2.2.2.1.1.2.1.1.2.2.2,3
6619,AAX654,AAX655,1.2.2.1.1.3.1.2.2.1.1.2.2.1,2
48279,AAX860,AAX656,3.1.1.2.2.2.2.1.1.2.2.4.1.2.2,4
6627,AAX648,AAX657,3.1.1.2.2.2.2.1.1.2.1.1.1,2
6638,AAX657,AAX658,3.1.1.2.2.2.2.1.1.2.1.1.1,1
6635,AAX650,AAX658,3.1.1.2.2.2.2.1.1.2.1.1.2,1
6639,AAX658,AAX659,3.1.1.2.2.2.2.1.1.2.1.1,1
6637,AAX767,AAX659,3.1.1.2.2.2.2.1.1.2.1.2,1
6640,AAX659,AAX660,3.1.1.2.2.2.2.1.1.2.1,5
6617,AAX758,AAX663,3.1.1.2.2.2.2.1.1.2.2.4.1.2.2,2
6641,AAX660,AAX664,3.1.1.2.2.2.2.1.1.2.1,4
6642,AAX664,AAX665,3.1.1.2.2.2.2.1.1.2.1,3
6643,AAX665,AAX666,3.1.1.2.2.2.2.1.1.2.1,2
6644,AAX666,AAX667,3.1.1.2.2.2.2.1.1.2.1,1
6524,AAX669,AAX667,3.1.1.2.2.2.2.1.1.2.2,1
6645,AAX667,AAX668,3.1.1.2.2.2.2.1.1.2,2
6620,AAX661,AAX669,3.1.1.2.2.2.2.1.1.2.2.1,1
6547,AAX670,AAX669,3.1.1.2.2.2.2.1.1.2.2.2,1
6545,AAX672,AAX669,3.1.1.2.2.2.2.1.1.2.2.3,1
6523,AAX674,AAX669,3.1.1.2.2.2.2.1.1.2.2.4,1
6546,AAX671,AAX670,3.1.1.2.2.2.2.1.1.2.2.2,2
6624,AAX662,AAX673,3.1.1.2.2.2.2.1.1.2.2.4.1.1,1
6623,AAX676,AAX673,3.1.1.2.2.2.2.1.1.2.2.4.1.2,1
6625,AAX673,AAX674,3.1.1.2.2.2.2.1.1.2.2.4.1,1
6621,AAX675,AAX674,3.1.1.2.2.2.2.1.1.2.2.4.2,1
6622,AAX678,AAX676,3.1.1.2.2.2.2.1.1.2.2.4.1.2.1,1
6618,AAX663,AAX676,3.1.1.2.2.2.2.1.1.2.2.4.1.2.2,1
48281,AAX875,AAX677,1.2.2.1.2.1.2.1.2.1.1.2.1,1
48280,AAX867,AAX677,1.2.2.1.2.1.2.1.2.1.1.2.2,1
48282,AAX876,AAX678,3.1.1.2.2.2.2.1.1.2.2.4.1.2.1,2
6544,AAX677,AAX679,1.2.2.1.2.1.2.1.2.1.1.2,3
6661,AAX680,AAX681,4.1.2.1.1.2,2
6663,AAX708,AAX682,4.1.2.1.1.1,1
6662,AAX681,AAX682,4.1.2.1.1.2,1
6664,AAX682,AAX683,4.1.2.1.1,1
6512,AAX839,AAX683,4.1.2.1.2,1
6525,AAX759,AAX684,1.2.2.2,3
6665,AAX685,AAX686,1.2.1.1.1.1.1,2
6526,AAX684,AAX687,1.2.2.2,2
48235,ABC296,AAX688,1.2.1.1.2.1.2.1,3
6536,AAX691,AAX689,5.1,2
6657,AAX688,AAX690,1.2.1.1.2.1.2.1,2
6535,AAX692,AAX691,5.1,3
6534,AAX693,AAX692,5.1,4
6533,AAX694,AAX693,5.1,5
6532,AAX695,AAX694,5.1,6
6531,AAX696,AAX695,5.1,7
48241,ABC312,AAX696,5.1.1,1
6530,AAX697,AAX696,5.1.2,1
6529,AAX698,AAX697,5.1.2,2
48244,ABC395,AAX699,1.2.1,1
6528,AAX700,AAX699,1.2.2,1
6543,AAX746,AAX700,1.2.2.1,1
6527,AAX687,AAX700,1.2.2.2,1
6660,AAX702,AAX701,1.2.1.1.1.1,2
6659,AAX686,AAX702,1.2.1.1.1.1.1,1
6658,AAX731,AAX702,1.2.1.1.1.1.2,1
6604,AAX770,AAX705,1.2.2.1.1.2.2.2.1.2,2
6590,AAX706,AAX707,1.2.2.1.1.3.1.2.1.2.2.2,2
6607,AAX711,AAX710,1.2.2.1.1.2.2.2.1,1
6522,AAX613,AAX710,1.2.2.1.1.2.2.2.2,1
6606,AAX768,AAX711,1.2.2.1.1.2.2.2.1.1,1
6605,AAX705,AAX711,1.2.2.1.1.2.2.2.1.2,1
6595,AAX714,AAX713,1.2.2.1.1.3.1.2.1.2.2.1,1
6591,AAX707,AAX713,1.2.2.1.1.3.1.2.1.2.2.2,1
6594,AAX715,AAX714,1.2.2.1.1.3.1.2.1.2.2.1,2
6593,AAX716,AAX715,1.2.2.1.1.3.1.2.1.2.2.1,3
6592,AAX761,AAX716,1.2.2.1.1.3.1.2.1.2.2.1,4
6537,AAX679,AAX717,1.2.2.1.2.1.2.1.2.1.1.2,2
6570,AAX751,AAX719,3.1.1.2.2.2.1,1
6569,AAX623,AAX719,3.1.1.2.2.2.2,1
6608,AAX606,AAX720,1.2.2.1.1.2.2.2,2
6610,AAX722,AAX721,1.2.2.1.1.2.2.1,1
6609,AAX720,AAX721,1.2.2.1.1.2.2.2,1
6580,AAX712,AAX723,1.2.2.1.1.3.2.2.2,2
6583,AAX725,AAX724,1.2.2.1.1.3.2.2.1,1
6581,AAX723,AAX724,1.2.2.1.1.3.2.2.2,1
6582,AAX726,AAX725,1.2.2.1.1.3.2.2.1,2
6596,AAX713,AAX727,1.2.2.1.1.3.1.2.1.2.2,2
48252,AAX729,AAX728,1.2.2.1.1.3.1.2.1.2.1,1
6597,AAX727,AAX728,1.2.2.1.1.3.1.2.1.2.2,1
48253,AAX730,AAX729,1.2.2.1.1.3.1.2.1.2.1,2
6611,AAX721,AAX732,1.2.2.1.1.2.2,2
6614,AAX734,AAX733,1.2.2.1.1.2.1,1
6612,AAX732,AAX733,1.2.2.1.1.2.2,1
6613,AAX735,AAX734,1.2.2.1.1.2.1,2
6584,AAX724,AAX736,1.2.2.1.1.3.2.2,2
6587,AAX738,AAX737,1.2.2.1.1.3.2.1,1
6585,AAX736,AAX737,1.2.2.1.1.3.2.2,1
6586,AAX739,AAX738,1.2.2.1.1.3.2.1,2
6598,AAX728,AAX740,1.2.2.1.1.3.1.2.1.2,2
6600,AAX743,AAX741,1.2.2.1.1.3.1.2.1.1,2
6601,AAX741,AAX742,1.2.2.1.1.3.1.2.1.1,1
6599,AAX740,AAX742,1.2.2.1.1.3.1.2.1.2,1
6615,AAX733,AAX744,1.2.2.1.1.2,2
48246,ABC228,AAX745,4.1.2.1.2.1.1,1
6516,AAX840,AAX745,4.1.2.1.2.1.2,1
48251,ABC227,AAX746,1.2.2.1,2
48329,AAX760,AAX747,1.2.2.1.1.1,1
6542,AAX744,AAX747,1.2.2.1.1.2,1
6541,AAX748,AAX747,1.2.2.1.1.3,1
6540,AAX749,AAX748,1.2.2.1.1.3,2
6603,AAX769,AAX749,1.2.2.1.1.3,3
6588,AAX737,AAX750,1.2.2.1.1.3.2,2
6561,AAX616,AAX751,3.1.1.2.2.2.1,2
6602,AAX742,AAX752,1.2.2.1.1.3.1.2.1,2
6539,AAX762,AAX753,1.2.2.1.2.1.2.1.2.1.1,3
6562,AAX619,AAX754,3.1.1.2.2.2.2.1.2,2
6670,AAX630,AAX755,4.1.1,1
6510,AAX838,AAX755,4.1.2,1
6513,AAX683,AAX756,4.1.2.1,2
6616,AAX656,AAX758,3.1.1.2.2.2.2.1.1.2.2.4.1.2.2,3
48254,AAX913,AAX762,1.2.2.1.2.1.2.1.2.1.1.1,1
6538,AAX717,AAX762,1.2.2.1.2.1.2.1.2.1.1.2,1
6651,AAX763,AAX764,3.1.1.2.2.2.2.1.1.2.1.2,5
6649,AAX764,AAX765,3.1.1.2.2.2.2.1.1.2.1.2,4
6650,AAX765,AAX766,3.1.1.2.2.2.2.1.1.2.1.2,3
6636,AAX766,AAX767,3.1.1.2.2.2.2.1.1.2.1.2,2
48249,ABC233,AAX769,1.2.2.1.1.3.1,1
6589,AAX750,AAX769,1.2.2.1.1.3.2,1
6565,AAX617,AAX772,3.1.1.2.2.2.2.2,2
6509,AAX756,AAX838,4.1.2.1,1
6508,AAX631,AAX838,4.1.2.2,1
6514,AAX745,AAX839,4.1.2.1.2.1,1
6511,AAX744,AAX839,4.1.2.1.2.2,1
48247,ABC367,AAX840,4.1.2.1.2.1.2.1,1
6515,AAX749,AAX840,4.1.2.1.2.1.2.2,1
6762,AAX861,AAX841,1.2.2.1.1.3.1.2.2.1.1.2.1,1
6737,AAX847,AAX841,1.2.2.1.1.3.1.2.2.1.1.2.2,1
6740,AAX849,AAX842,1.2.2.1.1.3.1.2.2.1.1.2.1.2.1,1
6739,AAX958,AAX842,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2,1
6757,AAX844,AAX843,1.2.2.1.1.3.1.2.2.1.1.2.1.2.1,3
6758,AAX845,AAX844,1.2.2.1.1.3.1.2.2.1.1.2.1.2.1,4
6759,AAX846,AAX845,1.2.2.1.1.3.1.2.2.1.1.2.1.2.1,5
48227,AAX974,AAX846,1.2.2.1.1.3.1.2.2.1.1.2.1.2.1,6
48284,AAX655,AAX847,1.2.2.1.1.3.1.2.2.1.1.2.2.1,1
48283,AAT883,AAX847,1.2.2.1.1.3.1.2.2.1.1.2.2.2,1
48287,AAT885,AAX848,1.2.2.1.1.3.1.2.2.1.1.2.1.1,1
6738,AAX842,AAX848,1.2.2.1.1.3.1.2.2.1.1.2.1.2,1
6741,AAX843,AAX849,1.2.2.1.1.3.1.2.2.1.1.2.1.2.1,2
6736,AAX841,AAX850,1.2.2.1.1.3.1.2.2.1.1.2,2
6713,AAX850,AAX851,1.2.2.1.2.1.2.1.2.1.1.2.2.2,2
6777,AAX865,AAX853,1.2.2.1.1.3.1.2.2.1.1.1,2
6687,AAX899,AAX855,1.2.2.1.2.1.2.1.2.1.1.2.2.1.2,2
6754,AAX857,AAX856,1.2.2.1.1.3.1.2.2.1.1.1.2,3
6755,AAX858,AAX857,1.2.2.1.1.3.1.2.2.1.1.1.2,4
6756,AAX859,AAX858,1.2.2.1.1.3.1.2.2.1.1.1.2,5
48228,AAX981,AAX859,1.2.2.1.1.3.1.2.2.1.1.1.2,6
6743,AAX852,AAX860,3.1.1.2.2.2.2.1.1.2.2.4.1.2.2,5
6763,AAX848,AAX861,1.2.2.1.1.3.1.2.2.1.1.2.1,2
6776,AAX853,AAX862,1.2.2.1.1.3.1.2.2.1.1.1,1
6775,AAX850,AAX862,1.2.2.1.1.3.1.2.2.1.1.2,1
6714,AAX864,AAX863,1.2.2.1.2.1.2.1.2.1.1.2.2.1,1
6712,AAX851,AAX863,1.2.2.1.2.1.2.1.2.1.1.2.2.2,1
6715,AAX866,AAX864,1.2.2.1.2.1.2.1.2.1.1.2.2.1,2
6779,AAX869,AAX865,1.2.2.1.1.3.1.2.2.1.1.1.1,1
6778,AAX899,AAX865,1.2.2.1.1.3.1.2.2.1.1.1.2,1
6717,AAX877,AAX866,1.2.2.1.2.1.2.1.2.1.1.2.2.1.1,1
6716,AAX855,AAX866,1.2.2.1.2.1.2.1.2.1.1.2.2.1.2,1
6711,AAX863,AAX867,1.2.2.1.2.1.2.1.2.1.1.2.2,2
6774,AAX862,AAX868,1.2.2.1.1.3.1.2.2.1.1,3
6781,AAX889,AAX869,1.2.2.1.1.3.1.2.2.1.1.1.1.1,1
6780,AAX878,AAX869,1.2.2.1.1.3.1.2.2.1.1.1.1.2,1
6750,AAX871,AAX870,1.2.2.1.1.3.1.2.2.1.1.1.1.2,3
6751,AAX872,AAX871,1.2.2.1.1.3.1.2.2.1.1.1.1.2,4
6752,AAX873,AAX872,1.2.2.1.1.3.1.2.2.1.1.1.1.2,5
6753,AAX910,AAX873,1.2.2.1.1.3.1.2.2.1.1.1.1.2,6
6773,AAX868,AAX874,1.2.2.1.1.3.1.2.2.1.1,2
6672,AAX867,AAX876,3.1.1.2.2.2.2.1.1.2.2.4.1.2.1,3
6721,AAX878,AAX877,1.2.2.1.2.1.2.1.2.1.1.2.2.1.1.1,1
6718,AAX890,AAX877,1.2.2.1.2.1.2.1.2.1.1.2.2.1.1.2,1
6749,AAX870,AAX878,1.2.2.1.1.3.1.2.2.1.1.1.1.2,2
6744,AAX880,AAX879,1.2.2.1.1.3.1.2.2.1.1.1.1.1.1,2
6745,AAX881,AAX880,1.2.2.1.1.3.1.2.2.1.1.1.1.1.1,3
6746,AAX882,AAX881,1.2.2.1.1.3.1.2.2.1.1.1.1.1.1,4
6747,AAX883,AAX882,1.2.2.1.1.3.1.2.2.1.1.1.1.1.1.1,1
6701,AAX854,AAX882,1.2.2.1.1.3.1.2.2.1.1.1.1.1.1.2,1
6748,AAX884,AAX883,1.2.2.1.1.3.1.2.2.1.1.1.1.1.1.1,2
6761,AAX963,AAX885,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2.2.1.1.1.2,3
6772,AAX874,AAX886,1.2.2.1.1.3.1.2.2.1.1,1
6683,AAX887,AAX886,1.2.2.1.1.3.1.2.2.1.2,1
6684,AAX900,AAX887,1.2.2.1.1.3.1.2.2.1.2,2
6686,AAX969,AAX888,1.2.2.1.1.3.1.2.2.1.2,4
6783,AAX879,AAX889,1.2.2.1.1.3.1.2.2.1.1.1.1.1.1,1
6782,AAX902,AAX889,1.2.2.1.1.3.1.2.2.1.1.1.1.1.2,1
6722,AAX879,AAX890,1.2.2.1.2.1.2.1.2.1.1.2.2.1.1.2.1,1
6719,AAX901,AAX890,1.2.2.1.2.1.2.1.2.1.1.2.2.1.1.2.2,1
6729,AAX894,AAX893,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.3.1.2,3
6730,AAX904,AAX894,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.3.1.2,4
6732,AAX897,AAX896,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.3.1.2.1,2
6771,AAX886,AAX898,1.2.2.1.1.3.1.2.2.1,6
6742,AAX856,AAX899,1.2.2.1.1.3.1.2.2.1.1.1.2,2
6685,AAX888,AAX900,1.2.2.1.1.3.1.2.2.1.2,3
6720,AAX891,AAX901,1.2.2.1.2.1.2.1.2.1.1.2.2.1.1.2.2,2
6671,AAX892,AAX902,1.2.2.1.1.3.1.2.2.1.1.1.1.1.2,2
6674,AAX893,AAX903,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.3.1.2,2
6731,AAX896,AAX904,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.3.1.2.1,1
6688,AAX895,AAX904,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.3.1.2.2,1
6728,AAX905,AAX906,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.3.1.1.1,1
6727,AAX922,AAX906,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.3.1.1.2,1
6726,AAX907,AAX906,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.3.1.1.3,1
48301,AAY060,AAX908,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2.2.1.1.1.1,1
6700,AAX967,AAX908,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2.2.1.1.1.2,1
6770,AAX898,AAX909,1.2.2.1.1.3.1.2.2.1,5
6768,AAX919,AAX916,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.1.2,5
6767,AAX916,AAX917,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.1.2,4
6708,AAX965,AAX918,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.2.2.1,1
6704,AAX964,AAX918,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.2.2.2,1
6764,AAX906,AAX920,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.3.1.1,1
6673,AAX903,AAX920,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.3.1.2,1
6734,AAX933,AAX923,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2.2.2,2
6769,AAX909,AAX924,1.2.2.1.1.3.1.2.2.1,4
6697,AAX912,AAX925,1.2.2.1.1.3.1.2.2.2.1.1.1,2
6694,AAX914,AAX926,1.2.2.1.1.3.1.2.2.2.1.2.2.1.1,1
6693,AAX911,AAX926,1.2.2.1.1.3.1.2.2.2.1.2.2.1.2,1
6766,AAX917,AAX927,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.1.2,3
6707,AAX915,AAX928,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.2,3
6678,AAX920,AAX929,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.3.1,2
