MLinkID,USNode,DSNode,LinkReach,ReachElement
48346,AAX959,AAX930,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.2.1,1
6703,AAX918,AAX930,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.2.2,1
6724,AAX962,AAX931,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.3.2,2
6735,AAX932,AAX933,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2.2.2,3
6699,AAX924,AAX934,1.2.2.1.1.3.1.2.2.1,3
6696,AAX925,AAX935,1.2.2.1.1.3.1.2.2.2.1.1.1,1
6695,AAX936,AAX935,1.2.2.1.1.3.1.2.2.2.1.1.2,1
6692,AAX926,AAX937,1.2.2.1.1.3.1.2.2.2.1.2.2.1,2
6689,AAX927,AAX938,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.1.2,2
6723,AAX941,AAX939,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.1.1,1
6690,AAX938,AAX939,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.1.2,1
6706,AAX928,AAX940,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.2,2
6691,AAX942,AAX941,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.1.1,2
6702,AAX930,AAX943,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.2,2
6676,AAX961,AAX944,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.3,3
6733,AAX945,AAX946,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.2.2,2
6680,AAX949,AAX947,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.2.1,1
6679,AAX946,AAX947,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.2.2,1
6709,AAX968,AAX948,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.1.1.1,2
6681,AAX950,AAX949,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.2.1,2
6682,AAX952,AAX950,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.2.1,3
6698,AAX934,AAX953,1.2.2.1.1.3.1.2.2.1,2
48328,AAX753,AAX954,1.2.2.1.2.1.2.1.2.1.1,2
6765,AAX939,AAX955,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.1,2
48323,AAX971,AAX956,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1,1
6705,AAX940,AAX956,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.2,1
48343,ABC449,AAX957,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.1,1
48341,AAX943,AAX957,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.2,1
48354,AAT878,AAX958,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.1,1
48288,AAT893,AAX958,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2,1
48327,ABC427,AAX960,1.2.2.1.1.3.1.2.2,7
6677,AAX929,AAX961,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.3.1,1
6675,AAX931,AAX961,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.3.2,1
6725,AAX921,AAX962,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.3.2,3
6760,AAX885,AAX967,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2.2.1.1.1.2,2
6710,AAX951,AAX968,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.1.1.1,3
48345,ABC448,AAX971,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.1,1
48344,AAX957,AAX971,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2,1
6812,AAX975,AAX972,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.2,8
6813,AAX976,AAX975,1.2.2.1.1.3.1.2.2.1.1.2.1.2.2.2.1.2,9
6816,AAX979,AAX978,1.2.2.1.1.3.1.2.2.1.1.1.2.2,2
6817,AAX980,AAX979,1.2.2.1.1.3.1.2.2.1.1.1.2.2,3
6818,AAX986,AAX981,1.2.2.1.1.3.1.2.2.1.1.1.2.1,1
6815,AAX978,AAX981,1.2.2.1.1.3.1.2.2.1.1.1.2.2,1
6819,AAX992,AAX986,1.2.2.1.1.3.1.2.2.1.1.1.2.1,2
6820,AAX987,AAX992,1.2.2.1.1.3.1.2.2.1.1.1.2.1,3
6834,AAY015,AAY014,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2.2.1.1.2,2
6835,AAY016,AAY015,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2.2.1.1.2,3
6833,AAY017,AAY016,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2.2.1.1.2,4
48289,AAY075,AAY026,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.1.1.2.1.1.2.2.1,1
6808,AAY074,AAY026,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.1.1.2.1.1.2.2.2,1
6841,AAY059,AAY027,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2.2.1.1,1
6838,AAY029,AAY027,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2.2.1.2,1
48290,AAX966,AAY028,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.1.1.2.1.1.2.1,1
6807,AAY026,AAY028,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.1.1.2.1.1.2.2,1
6839,AAY030,AAY029,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2.2.1.2,2
6840,AAY078,AAY030,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2.2.1.2,3
6842,AAY032,AAY031,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2.1,2
6843,AAY033,AAY032,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2.1,3
48296,AAY072,AAY045,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.1.1.2.1.1.1,1
48294,AAY028,AAY045,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.1.1.2.1.1.2,1
48300,AAY097,AAY059,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2.2.1.1.1,1
6832,AAY014,AAY059,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2.2.1.1.2,1
6831,AAY013,AAY060,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2.2.1.1.1.1,2
48292,AAY027,AAY064,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2.2.1,1
48291,AAX923,AAY064,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2.2.2,1
48297,AAY031,AAY067,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2.1,1
48293,AAY064,AAY067,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2.2,1
48308,AAY098,AAY068,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.1,1
6806,AAY077,AAY068,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2,1
48295,AAY045,AAY069,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.1.1.2.1.1,1
6809,AAY073,AAY069,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.1.1.2.1.2,1
6844,AAY046,AAY071,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.1.2,2
48306,AAX982,AAY073,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.1.1.2.1.2,2
48298,AAY067,AAY077,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2,2
48310,AAY091,AAY090,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.1.1,2
48311,AAY092,AAY091,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.1.1,3
48312,AAY093,AAY092,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.1.1,4
48313,AAY094,AAY093,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.1.1,5
48299,AAX908,AAY097,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.2.2.1.1.1,2
48309,AAY090,AAY098,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.1.1,1
48307,AAY071,AAY098,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1.1.2,1
48232,ABC319,ABC079,5,1
48245,AAX701,ABC225,1.2.1.1.1.1,1
9207,ABC226,ABC225,1.2.1.1.1.2,1
48250,AAX747,ABC227,1.2.2.1.1,1
9130,ABC230,ABC227,1.2.2.1.2,1
9208,ABC229,ABC228,4.1.2.1.2.1.1.1,1
9107,ABC394,ABC228,4.1.2.1.2.1.1.2,1
9131,ABC231,ABC230,1.2.2.1.2,2
9134,ABC232,ABC231,1.2.2.1.2.1,1
9132,ABC243,ABC231,1.2.2.1.2.2,1
48248,AAX750,ABC232,1.2.2.1.2.1.1,1
9135,ABC235,ABC232,1.2.2.1.2.1.2,1
9178,ABC234,ABC233,1.2.2.1.1.3.1,2
9177,ABC331,ABC234,1.2.2.1.1.3.1.1,1
9176,ABC392,ABC234,1.2.2.1.1.3.1.2,1
9137,ABC236,ABC235,1.2.2.1.2.1.2.1,1
9136,ABC331,ABC235,1.2.2.1.2.1.2.2,1
48347,AAX752,ABC236,1.2.2.1.2.1.2.1.1,1
9138,ABC238,ABC236,1.2.2.1.2.1.2.1.2,1
9174,ABC399,ABC237,1.2.2.1.1.3.1.2.2,2
48257,ABC428,ABC238,1.2.2.1.2.1.2.1.2.1,1
9108,ABC245,ABC238,1.2.2.1.2.1.2.1.2.2,1
9111,ABC240,ABC239,1.2.2.1.1.3.1.2.2,4
9180,ABC241,ABC240,1.2.2.1.1.3.1.2.2,5
48326,AAX960,ABC241,1.2.2.1.1.3.1.2.2,6
9133,ABC251,ABC243,1.2.2.1.2.2,2
9116,ABC248,ABC246,1.1,2
9198,ABC255,ABC247,1.2.1.1.2.2,3
9117,ABC256,ABC248,1.1,3
9201,ABC242,ABC249,1.2.1.1.2.2.1,2
9196,ABC257,ABC250,1.2.1.1.2.2.2,2
9171,ABC253,ABC252,1.2.2.1.1.3.1.1,3
9172,ABC254,ABC253,1.2.2.1.1.3.1.1,4
9173,ABC244,ABC254,1.2.2.1.1.3.1.1,5
9200,ABC249,ABC255,1.2.1.1.2.2.1,1
9199,ABC250,ABC255,1.2.1.1.2.2.2,1
9118,ABC258,ABC256,1.1,4
9197,ABC338,ABC257,1.2.1.1.2.2.2,3
9193,ABC353,ABC260,1.2.1.1.2.3.1.2.2,3
9191,ABC268,ABC262,1.2.1.1.2.3.1.2.2.2,2
9122,ABC261,ABC263,2.2.2.1,3
9184,ABC272,ABC265,1.2.1.1.2.3.1.1.2,5
9186,ABC277,ABC266,1.2.1.1.2.3.1.1,3
9120,ABC278,ABC267,2.2.2.1,1
9119,ABC259,ABC267,2.2.2.2,1
9192,ABC344,ABC268,1.2.1.1.2.3.1.2.2.2,3
9190,ABC265,ABC269,1.2.1.1.2.3.1.1.2,4
9185,ABC274,ABC272,1.2.1.1.2.3.1.1.2,6
48331,ABC396,ABC274,1.2.1.1.2.3.1.1.2,7
9204,ABC282,ABC277,1.2.1.1.2.3.1.1.1,1
9187,ABC279,ABC277,1.2.1.1.2.3.1.1.2,1
9121,ABC263,ABC278,2.2.2.1,2
9188,ABC280,ABC279,1.2.1.1.2.3.1.1.2,2
9189,ABC269,ABC280,1.2.1.1.2.3.1.1.2,3
9123,ABC289,ABC281,2.3,3
9202,ABC288,ABC282,1.2.1.1.2.3.1.1.1,2
9206,ABC285,ABC286,1.2.1.1.2.3.1.1.2.2.2,4
9205,ABC286,ABC287,1.2.1.1.2.3.1.1.2.2.2,3
9203,ABC291,ABC288,1.2.1.1.2.3.1.1.1,3
9209,ABC364,ABC291,1.2.1.1.2.3.1.1.1,4
9243,ABC320,ABC296,1.2.1.1.2.1.2.1,4
48234,AAX689,ABC297,5.1,1
9162,ABC318,ABC297,5.2,1
9236,ABC303,ABC298,1.2.1.1.2.1.2.2,2
9245,ABC225,ABC299,1.2.1.1.1,2
9166,ABC297,ABC300,5,3
48238,ABC309,ABC301,1.2.1.1.2.1,3
48236,AAX690,ABC302,1.2.1.1.2.1.2.1,1
9237,ABC298,ABC302,1.2.1.1.2.1.2.2,1
9235,ABC316,ABC303,1.2.1.1.2.1.2.2,3
9239,ABC305,ABC304,1.2.1.1.2.1.1,1
9238,ABC302,ABC304,1.2.1.1.2.1.2,1
9240,ABC307,ABC305,1.2.1.1.2.1.1,2
9242,ABC304,ABC306,1.2.1.1.2.1,5
9241,ABC329,ABC307,1.2.1.1.2.1.1,3
9154,ABC352,ABC308,2,1
48237,ABC306,ABC309,1.2.1.1.2.1,4
48239,ABC301,ABC310,1.2.1.1.2.1,2
48330,ABC246,ABC311,1.1,1
48242,AAX699,ABC311,1.2,1
9244,ABC299,ABC313,1.2.1.1.1,1
9213,ABC314,ABC313,1.2.1.1.2,1
48240,ABC310,ABC314,1.2.1.1.2.1,1
9221,ABC317,ABC314,1.2.1.1.2.2,1
9214,ABC398,ABC314,1.2.1.1.2.3,1
9246,ABC313,ABC315,1.2.1.1,2
9234,ABC324,ABC316,1.2.1.1.2.1.2.2,4
9222,ABC247,ABC317,1.2.1.1.2.2,2
9163,ABC325,ABC318,5.2,2
9165,ABC300,ABC319,5,2
9233,ABC326,ABC324,1.2.1.1.2.1.2.2,5
9164,ABC328,ABC325,5.2,3
9232,ABC337,ABC326,1.2.1.1.2.1.2.2,6
9161,ABC339,ABC327,1,2
9170,ABC252,ABC331,1.2.2.1.1.3.1.1,2
9220,ABC323,ABC332,1.2.1.1.2.3.2,5
9226,ABC333,ABC334,1.2.1.1.2.3.1.2.1,1
9224,ABC336,ABC334,1.2.1.1.2.3.1.2.2,1
9223,ABC397,ABC334,1.2.1.1.2.3.1.2.3,1
9225,ABC260,ABC336,1.2.1.1.2.3.1.2.2,2
9229,ABC330,ABC337,1.2.1.1.2.1.2.2,7
48243,ABC311,ABC339,1,3
9219,ABC332,ABC340,1.2.1.1.2.3.2,4
9217,ABC347,ABC342,1.2.1.1.2.3.2,2
9168,ABC341,ABC345,2.1,3
9230,ABC350,ABC346,1.2.1.1.2.3.1.1,1
9227,ABC334,ABC346,1.2.1.1.2.3.1.2,1
9218,ABC340,ABC347,1.2.1.1.2.3.2,3
9159,ABC343,ABC348,2.2.1,1
9158,ABC267,ABC348,2.2.2,1
9156,ABC335,ABC348,2.2.3,1
9167,ABC345,ABC349,2.1,2
9231,ABC266,ABC350,1.2.1.1.2.3.1.1,2
9157,ABC349,ABC352,2.1,1
9155,ABC348,ABC352,2.2,1
9153,ABC355,ABC352,2.3,1
9195,ABC351,ABC353,1.2.1.1.2.3.1.2.2.1,1
9194,ABC262,ABC353,1.2.1.1.2.3.1.2.2.2,1
9160,ABC327,ABC354,1,1
9152,ABC281,ABC355,2.3,2
9228,ABC346,ABC391,1.2.1.1.2.3.1,1
9216,ABC342,ABC391,1.2.1.1.2.3.2,1
48348,AAX752,ABC392,1.2.2.1.1.3.1.2.1,1
9175,ABC237,ABC392,1.2.2.1.1.3.1.2.2,1
9106,ABC315,ABC394,1.2.1.2,2
9105,ABC315,ABC395,1.2.1.1,1
9104,ABC394,ABC395,1.2.1.2,1
48332,ABC478,ABC396,1.2.1.1.2.3.1.1.2,8
9215,ABC391,ABC398,1.2.1.1.2.3,2
9179,ABC239,ABC399,1.2.2.1.1.3.1.2.2,3
48255,AAX953,ABC427,1.2.2.1.1.3.1.2.2.1,1
9381,ABC429,ABC427,1.2.2.1.1.3.1.2.2.2,1
48256,AAX954,ABC428,1.2.2.1.2.1.2.1.2.1.1,1
9290,ABC432,ABC428,1.2.2.1.2.1.2.1.2.1.2,1
9382,ABC430,ABC429,1.2.2.1.1.3.1.2.2.2.1,1
9263,ABC434,ABC429,1.2.2.1.1.3.1.2.2.2.2,1
48319,AAX935,ABC430,1.2.2.1.1.3.1.2.2.2.1.1,1
9383,ABC431,ABC430,1.2.2.1.1.3.1.2.2.2.1.2,1
9384,ABC435,ABC431,1.2.2.1.1.3.1.2.2.2.1.2,2
9298,ABC582,ABC432,1.2.2.1.2.1.2.1.2.1.2.1,1
9295,ABC436,ABC432,1.2.2.1.2.1.2.1.2.1.2.2,1
9300,ABC455,ABC433,1.2.2.1.2.1.2.1.2.1.2.1,3
9394,ABC437,ABC435,1.2.2.1.1.3.1.2.2.2.1.2.1,1
9385,ABC587,ABC435,1.2.2.1.1.3.1.2.2.2.1.2.2,1
9297,ABC437,ABC436,1.2.2.1.2.1.2.1.2.1.2.2.1,1
9296,ABC439,ABC436,1.2.2.1.2.1.2.1.2.1.2.2.2,1
9395,ABC438,ABC437,1.2.2.1.1.3.1.2.2.2.1.2.1,2
9396,ABC458,ABC438,1.2.2.1.1.3.1.2.2.2.1.2.1,3
9291,ABC440,ABC439,1.2.2.1.2.1.2.1.2.1.2.2.2,2
48325,AAX970,ABC440,1.2.2.1.2.1.2.1.2.1.2.2.2.1,1
9292,ABC444,ABC440,1.2.2.1.2.1.2.1.2.1.2.2.2.2,1
9387,ABC442,ABC441,1.2.2.1.1.3.1.2.2.2.1.2.2.2,2
9390,ABC443,ABC442,1.2.2.1.1.3.1.2.2.2.1.2.2.2.1,1
9388,ABC646,ABC442,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2,1
9391,ABC445,ABC443,1.2.2.1.1.3.1.2.2.2.1.2.2.2.1,2
9294,ABC443,ABC444,1.2.2.1.2.1.2.1.2.1.2.2.2.2.1,1
9293,ABC447,ABC444,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2,1
9392,ABC459,ABC445,1.2.2.1.1.3.1.2.2.2.1.2.2.2.1,3
48321,ABC448,ABC446,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2,2
48322,AAX956,ABC447,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2,2
9411,ABC509,ABC448,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2,3
9304,ABC512,ABC449,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.1.1,1
9301,ABC460,ABC449,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.1.2,1
9448,ABC511,ABC450,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2,2
48342,AAX944,ABC451,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.3,2
9454,ABC456,ABC452,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.1,2
9397,ABC466,ABC458,1.2.2.1.1.3.1.2.2.2.1.2.1,4
9393,ABC463,ABC459,1.2.2.1.1.3.1.2.2.2.1.2.2.2.1,4
9302,ABC521,ABC460,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.1.2,2
9446,ABC642,ABC464,1.2.1.1.2.3.1.1.2.1.1,2
9442,ABC487,ABC478,1.2.1.1.2.3.1.1.2.1,1
9437,ABC490,ABC478,1.2.1.1.2.3.1.1.2.2,1
9445,ABC464,ABC481,1.2.1.1.2.3.1.1.2.1.1,1
9444,ABC643,ABC481,1.2.1.1.2.3.1.1.2.1.2,1
9443,ABC481,ABC487,1.2.1.1.2.3.1.1.2.1,2
9439,ABC501,ABC490,1.2.1.1.2.3.1.1.2.2.1,1
9438,ABC498,ABC490,1.2.1.1.2.3.1.1.2.2.2,1
48334,ABC287,ABC498,1.2.1.1.2.3.1.1.2.2.2,2
9440,ABC503,ABC501,1.2.1.1.2.3.1.1.2.2.1,2
9441,ABC504,ABC503,1.2.1.1.2.3.1.1.2.2.1,3
9453,ABC452,ABC509,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.1,1
9412,ABC450,ABC509,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2,1
9260,ABC451,ABC509,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.3,1
9449,ABC513,ABC511,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2,3
9305,ABC516,ABC512,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.1.1,2
9450,ABC517,ABC513,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1,1
9259,ABC515,ABC513,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.2,1
48314,AAY068,ABC514,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1,4
48302,AAX947,ABC515,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.2,2
48303,AAX948,ABC516,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.1.1.1,1
9306,ABC519,ABC516,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.1.1.2,1
9451,ABC518,ABC517,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1,2
9452,ABC514,ABC518,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2.2.1,3
48305,ABC673,ABC519,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.1.1.2.1,1
9307,ABC518,ABC519,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.1.1.2.2,1
9303,ABC523,ABC521,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.1.2,3
9299,ABC433,ABC582,1.2.2.1.2.1.2.1.2.1.2.1,2
48320,AAX937,ABC587,1.2.2.1.1.3.1.2.2.2.1.2.2.1,1
9386,ABC441,ABC587,1.2.2.1.1.3.1.2.2.2.1.2.2.2,1
9447,ABC454,ABC642,1.2.1.1.2.3.1.1.2.1.1,3
48324,AAX955,ABC646,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.1,1
9389,ABC446,ABC646,1.2.2.1.1.3.1.2.2.2.1.2.2.2.2.2,1
48304,AAY069,ABC673,1.2.2.1.2.1.2.1.2.1.2.2.2.2.2.1.2.1.1.2.1,2
